0.06.260.211 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.06.260.443 I srv          init: The UI is disabled
0.06.260.444 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.06.269.783 I srv    load_model: loading model '<LOCAL_RUNTIME>\models\Qwen3.5-4B-Q4_K_M.gguf'
0.08.266.918 I cmn          init: llama threadpool init, n_threads = 6
0.08.362.689 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 4096, kv_unified = 'false'
0.08.362.845 W srv          init: --cache-idle-slots requires --cache-ram, disabling
0.08.369.504 I srv  llama_server: model loaded
0.08.369.519 I srv  llama_server: listening on http://127.0.0.1:18085
8.48.671.218 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
67.32.766.994 I slot print_timing: id  0 | task 180957 |       total time =    1817.41 ms /  1012 tokens
67.32.766.996 I slot print_timing: id  0 | task 180957 |    graphs reused =     175759
67.32.767.140 I slot      release: id  0 | task 180957 | stop processing: n_tokens = 1011, truncated = 0
67.32.795.930 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4046510250
67.32.796.697 I slot launch_slot_: id  0 | task 181037 | processing task, is_child = 0
67.36.749.147 I slot print_timing: id  0 | task 181037 | n_gen =    195, tg =  64.64 t/s, tg_3s =  64.97 t/s
67.37.735.364 I slot print_timing: id  0 | task 181037 | prompt eval time =     950.96 ms /  1396 tokens (    0.68 ms per token,  1468.00 tokens per second)
67.37.735.377 I slot print_timing: id  0 | task 181037 |        eval time =    3987.67 ms /   259 tokens (   15.46 ms per token,    64.70 tokens per second)
67.37.735.379 I slot print_timing: id  0 | task 181037 |       total time =    4938.62 ms /  1655 tokens
67.37.735.380 I slot print_timing: id  0 | task 181037 |    graphs reused =     176018
67.37.735.559 I slot      release: id  0 | task 181037 | stop processing: n_tokens = 1654, truncated = 0
67.37.756.095 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4051478669
67.37.759.127 I slot launch_slot_: id  0 | task 181302 | processing task, is_child = 0
67.42.061.026 I slot print_timing: id  0 | task 181302 | n_gen =    100, tg =  30.55 t/s, tg_3s =  30.86 t/s
67.42.889.749 I slot print_timing: id  0 | task 181302 | prompt eval time =    1061.23 ms /  1725 tokens (    0.62 ms per token,  1625.47 tokens per second)
67.42.889.761 I slot print_timing: id  0 | task 181302 |        eval time =    4069.28 ms /   147 tokens (   27.87 ms per token,    35.88 tokens per second)
67.42.889.764 I slot print_timing: id  0 | task 181302 |       total time =    5130.51 ms /  1872 tokens
67.42.889.766 I slot print_timing: id  0 | task 181302 |    graphs reused =     176166
67.42.890.256 I slot      release: id  0 | task 181302 | stop processing: n_tokens = 1871, truncated = 0
67.42.900.772 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4056633366
67.42.901.385 I slot launch_slot_: id  0 | task 181456 | processing task, is_child = 0
67.44.720.350 I slot print_timing: id  0 | task 181456 | prompt eval time =     534.83 ms /   631 tokens (    0.85 ms per token,  1179.81 tokens per second)
67.44.720.361 I slot print_timing: id  0 | task 181456 |        eval time =    1284.09 ms /    84 tokens (   15.47 ms per token,    64.64 tokens per second)
67.44.720.363 I slot print_timing: id  0 | task 181456 |       total time =    1818.93 ms /   715 tokens
67.44.720.365 I slot print_timing: id  0 | task 181456 |    graphs reused =     176249
67.44.720.459 I slot      release: id  0 | task 181456 | stop processing: n_tokens = 714, truncated = 0
67.44.763.220 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4058463569
67.44.764.466 I slot launch_slot_: id  0 | task 181544 | processing task, is_child = 0
67.48.731.299 I slot print_timing: id  0 | task 181544 | n_gen =    192, tg =  63.67 t/s, tg_3s =  64.00 t/s
67.49.132.649 I slot print_timing: id  0 | task 181544 | prompt eval time =     966.77 ms /  1497 tokens (    0.65 ms per token,  1548.46 tokens per second)
67.49.132.660 I slot print_timing: id  0 | task 181544 |        eval time =    3401.36 ms /   218 tokens (   15.67 ms per token,    63.80 tokens per second)
67.49.132.662 I slot print_timing: id  0 | task 181544 |       total time =    4368.13 ms /  1715 tokens
67.49.132.664 I slot print_timing: id  0 | task 181544 |    graphs reused =     176467
67.49.132.859 I slot      release: id  0 | task 181544 | stop processing: n_tokens = 1714, truncated = 0
67.49.151.360 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4062875969
67.49.152.455 I slot launch_slot_: id  0 | task 181768 | processing task, is_child = 0
67.53.445.448 I slot print_timing: id  0 | task 181768 | n_gen =    100, tg =  31.12 t/s, tg_3s =  31.44 t/s
67.54.406.065 I slot print_timing: id  0 | task 181768 | prompt eval time =    1112.20 ms /  1785 tokens (    0.62 ms per token,  1604.93 tokens per second)
67.54.406.080 I slot print_timing: id  0 | task 181768 |        eval time =    4141.37 ms /   143 tokens (   29.16 ms per token,    34.29 tokens per second)
67.54.406.082 I slot print_timing: id  0 | task 181768 |       total time =    5253.57 ms /  1928 tokens
67.54.406.084 I slot print_timing: id  0 | task 181768 |    graphs reused =     176611
67.54.406.344 I slot      release: id  0 | task 181768 | stop processing: n_tokens = 1927, truncated = 0
67.54.419.998 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4068149455
67.54.421.004 I slot launch_slot_: id  0 | task 181918 | processing task, is_child = 0
67.57.075.910 I slot print_timing: id  0 | task 181918 | prompt eval time =     662.41 ms /   736 tokens (    0.90 ms per token,  1111.10 tokens per second)
67.57.075.921 I slot print_timing: id  0 | task 181918 |        eval time =    1992.46 ms /   127 tokens (   15.81 ms per token,    63.24 tokens per second)
67.57.075.923 I slot print_timing: id  0 | task 181918 |       total time =    2654.87 ms /   863 tokens
67.57.075.925 I slot print_timing: id  0 | task 181918 |    graphs reused =     176736
67.57.076.034 I slot      release: id  0 | task 181918 | stop processing: n_tokens = 862, truncated = 0
67.57.107.340 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4070819144
67.57.108.401 I slot launch_slot_: id  0 | task 182049 | processing task, is_child = 0
68.00.997.643 I slot print_timing: id  0 | task 182049 | n_gen =    198, tg =  65.63 t/s, tg_3s =  65.96 t/s
68.02.625.513 I slot print_timing: id  0 | task 182049 | prompt eval time =     887.43 ms /  1476 tokens (    0.60 ms per token,  1663.24 tokens per second)
68.02.625.528 I slot print_timing: id  0 | task 182049 |        eval time =    4629.65 ms /   304 tokens (   15.28 ms per token,    65.45 tokens per second)
68.02.625.530 I slot print_timing: id  0 | task 182049 |       total time =    5517.07 ms /  1780 tokens
68.02.625.531 I slot print_timing: id  0 | task 182049 |    graphs reused =     177040
68.02.625.704 I slot      release: id  0 | task 182049 | stop processing: n_tokens = 1779, truncated = 0
68.02.647.917 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4076368815
68.02.648.865 I slot launch_slot_: id  0 | task 182359 | processing task, is_child = 0
68.06.797.567 I slot print_timing: id  0 | task 182359 | n_gen =    142, tg =  46.89 t/s, tg_3s =  47.22 t/s
68.06.846.923 I slot print_timing: id  0 | task 182359 | prompt eval time =    1141.32 ms /  1850 tokens (    0.62 ms per token,  1620.93 tokens per second)
68.06.846.938 I slot print_timing: id  0 | task 182359 |        eval time =    3056.70 ms /   145 tokens (   21.23 ms per token,    47.11 tokens per second)
68.06.846.940 I slot print_timing: id  0 | task 182359 |       total time =    4198.02 ms /  1995 tokens
68.06.846.941 I slot print_timing: id  0 | task 182359 |    graphs reused =     177187
68.06.847.463 I slot      release: id  0 | task 182359 | stop processing: n_tokens = 1994, truncated = 0
68.06.859.276 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4080590574
68.06.859.909 I slot launch_slot_: id  0 | task 182511 | processing task, is_child = 0
68.09.564.665 I slot print_timing: id  0 | task 182511 | prompt eval time =     595.75 ms /   709 tokens (    0.84 ms per token,  1190.10 tokens per second)
68.09.564.676 I slot print_timing: id  0 | task 182511 |        eval time =    2108.97 ms /   134 tokens (   15.86 ms per token,    63.06 tokens per second)
68.09.564.678 I slot print_timing: id  0 | task 182511 |       total time =    2704.72 ms /   843 tokens
68.09.564.680 I slot print_timing: id  0 | task 182511 |    graphs reused =     177319
68.09.564.794 I slot      release: id  0 | task 182511 | stop processing: n_tokens = 842, truncated = 0
68.09.595.365 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4083307904
68.09.596.484 I slot launch_slot_: id  0 | task 182649 | processing task, is_child = 0
68.13.503.519 I slot print_timing: id  0 | task 182649 | n_gen =    182, tg =  60.29 t/s, tg_3s =  60.62 t/s
68.14.927.317 I slot print_timing: id  0 | task 182649 | prompt eval time =     904.65 ms /  1394 tokens (    0.65 ms per token,  1540.93 tokens per second)
68.14.927.334 I slot print_timing: id  0 | task 182649 |        eval time =    4426.14 ms /   273 tokens (   16.27 ms per token,    61.45 tokens per second)
68.14.927.336 I slot print_timing: id  0 | task 182649 |       total time =    5330.79 ms /  1667 tokens
68.14.927.338 I slot print_timing: id  0 | task 182649 |    graphs reused =     177592
68.14.927.549 I slot      release: id  0 | task 182649 | stop processing: n_tokens = 1666, truncated = 0
68.14.947.680 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4088670660
68.14.948.999 I slot launch_slot_: id  0 | task 182928 | processing task, is_child = 0
68.19.054.746 I slot print_timing: id  0 | task 182928 | n_gen =    100, tg =  32.96 t/s, tg_3s =  33.29 t/s
68.19.623.035 I slot print_timing: id  0 | task 182928 | prompt eval time =    1101.97 ms /  1737 tokens (    0.63 ms per token,  1576.27 tokens per second)
68.19.623.046 I slot print_timing: id  0 | task 182928 |        eval time =    3572.02 ms /   130 tokens (   27.69 ms per token,    36.11 tokens per second)
68.19.623.048 I slot print_timing: id  0 | task 182928 |       total time =    4673.99 ms /  1867 tokens
68.19.623.049 I slot print_timing: id  0 | task 182928 |    graphs reused =     177723
68.19.623.269 I slot      release: id  0 | task 182928 | stop processing: n_tokens = 1866, truncated = 0
68.19.659.229 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4093366380
68.19.659.550 I slot launch_slot_: id  0 | task 183065 | processing task, is_child = 0
68.23.487.266 I slot print_timing: id  0 | task 183065 | prompt eval time =    1090.48 ms /  1703 tokens (    0.64 ms per token,  1561.70 tokens per second)
68.23.487.285 I slot print_timing: id  0 | task 183065 |        eval time =    2737.20 ms /   173 tokens (   15.91 ms per token,    62.84 tokens per second)
68.23.487.288 I slot print_timing: id  0 | task 183065 |       total time =    3827.67 ms /  1876 tokens
68.23.487.290 I slot print_timing: id  0 | task 183065 |    graphs reused =     177897
68.23.487.544 I slot      release: id  0 | task 183065 | stop processing: n_tokens = 1875, truncated = 0
68.23.513.516 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4097230655
68.23.514.550 I slot launch_slot_: id  0 | task 183244 | processing task, is_child = 0
68.27.333.872 I slot print_timing: id  0 | task 183244 | prompt eval time =    1293.01 ms /  1946 tokens (    0.66 ms per token,  1505.01 tokens per second)
68.27.333.883 I slot print_timing: id  0 | task 183244 |        eval time =    2526.27 ms /   153 tokens (   16.62 ms per token,    60.17 tokens per second)
68.27.333.885 I slot print_timing: id  0 | task 183244 |       total time =    3819.28 ms /  2099 tokens
68.27.333.888 I slot print_timing: id  0 | task 183244 |    graphs reused =     178052
68.27.334.220 I slot      release: id  0 | task 183244 | stop processing: n_tokens = 2098, truncated = 0
68.27.394.382 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4101077330
68.27.394.974 I slot launch_slot_: id  0 | task 183404 | processing task, is_child = 0
68.31.499.954 I slot print_timing: id  0 | task 183404 | prompt eval time =    1107.52 ms /  1766 tokens (    0.63 ms per token,  1594.55 tokens per second)
68.31.499.964 I slot print_timing: id  0 | task 183404 |        eval time =    2997.42 ms /   198 tokens (   15.22 ms per token,    65.72 tokens per second)
68.31.499.966 I slot print_timing: id  0 | task 183404 |       total time =    4104.94 ms /  1964 tokens
68.31.499.967 I slot print_timing: id  0 | task 183404 |    graphs reused =     178251
68.31.500.137 I slot      release: id  0 | task 183404 | stop processing: n_tokens = 1963, truncated = 0
68.31.519.026 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4105243246
68.31.520.449 I slot launch_slot_: id  0 | task 183609 | processing task, is_child = 0
68.35.779.705 I slot print_timing: id  0 | task 183609 | n_gen =    149, tg =  49.26 t/s, tg_3s =  49.59 t/s
68.35.793.443 I slot print_timing: id  0 | task 183609 | prompt eval time =    1254.77 ms /  2034 tokens (    0.62 ms per token,  1621.02 tokens per second)
68.35.793.446 I slot print_timing: id  0 | task 183609 |        eval time =    3018.19 ms /   150 tokens (   20.26 ms per token,    49.37 tokens per second)
68.35.793.447 I slot print_timing: id  0 | task 183609 |       total time =    4272.96 ms /  2184 tokens
68.35.793.449 I slot print_timing: id  0 | task 183609 |    graphs reused =     178403
68.35.793.574 I slot      release: id  0 | task 183609 | stop processing: n_tokens = 2183, truncated = 0
68.35.869.077 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4109536684
68.35.869.671 I slot launch_slot_: id  0 | task 183766 | processing task, is_child = 0
68.39.905.415 I slot print_timing: id  0 | task 183766 | n_gen =    196, tg =  64.68 t/s, tg_3s =  65.01 t/s
68.41.976.445 I slot print_timing: id  0 | task 183766 | prompt eval time =    1020.96 ms /  1498 tokens (    0.68 ms per token,  1467.25 tokens per second)
68.41.976.462 I slot print_timing: id  0 | task 183766 |        eval time =    5085.77 ms /   331 tokens (   15.41 ms per token,    64.89 tokens per second)
68.41.976.465 I slot print_timing: id  0 | task 183766 |       total time =    6106.73 ms /  1829 tokens
68.41.976.466 I slot print_timing: id  0 | task 183766 |    graphs reused =     178733
68.41.976.688 I slot      release: id  0 | task 183766 | stop processing: n_tokens = 1828, truncated = 0
68.42.002.005 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4115719798
68.42.003.096 I slot launch_slot_: id  0 | task 184103 | processing task, is_child = 0
68.45.838.958 I slot print_timing: id  0 | task 184103 | prompt eval time =    1182.99 ms /  1899 tokens (    0.62 ms per token,  1605.26 tokens per second)
68.45.838.967 I slot print_timing: id  0 | task 184103 |        eval time =    2652.83 ms /   150 tokens (   17.80 ms per token,    56.17 tokens per second)
68.45.838.969 I slot print_timing: id  0 | task 184103 |       total time =    3835.82 ms /  2049 tokens
68.45.838.970 I slot print_timing: id  0 | task 184103 |    graphs reused =     178885
68.45.839.166 I slot      release: id  0 | task 184103 | stop processing: n_tokens = 2048, truncated = 0
68.45.914.967 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4119582276
68.45.915.624 I slot launch_slot_: id  0 | task 184260 | processing task, is_child = 0
68.49.970.068 I slot print_timing: id  0 | task 184260 | n_gen =    191, tg =  63.16 t/s, tg_3s =  63.49 t/s
68.50.354.924 I slot print_timing: id  0 | task 184260 | prompt eval time =    1045.95 ms /  1771 tokens (    0.59 ms per token,  1693.19 tokens per second)
68.50.354.936 I slot print_timing: id  0 | task 184260 |        eval time =    3393.31 ms /   216 tokens (   15.78 ms per token,    63.36 tokens per second)
68.50.354.938 I slot print_timing: id  0 | task 184260 |       total time =    4439.26 ms /  1987 tokens
68.50.354.939 I slot print_timing: id  0 | task 184260 |    graphs reused =     179102
68.50.355.353 I slot      release: id  0 | task 184260 | stop processing: n_tokens = 1986, truncated = 0
68.50.373.821 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4124098464
68.50.374.621 I slot launch_slot_: id  0 | task 184483 | processing task, is_child = 0
68.54.341.602 I slot print_timing: id  0 | task 184483 | prompt eval time =    1232.61 ms /  2057 tokens (    0.60 ms per token,  1668.82 tokens per second)
68.54.341.612 I slot print_timing: id  0 | task 184483 |        eval time =    2734.34 ms /   150 tokens (   18.35 ms per token,    54.49 tokens per second)
68.54.341.614 I slot print_timing: id  0 | task 184483 |       total time =    3966.95 ms /  2207 tokens
68.54.341.616 I slot print_timing: id  0 | task 184483 |    graphs reused =     179255
68.54.341.823 I slot      release: id  0 | task 184483 | stop processing: n_tokens = 2206, truncated = 0
68.54.388.320 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4128084933
68.54.388.997 I slot launch_slot_: id  0 | task 184640 | processing task, is_child = 0
68.58.458.299 I slot print_timing: id  0 | task 184640 | n_gen =    180, tg =  59.58 t/s, tg_3s =  59.91 t/s
68.59.939.283 I slot print_timing: id  0 | task 184640 | prompt eval time =    1064.99 ms /  1474 tokens (    0.72 ms per token,  1384.05 tokens per second)
68.59.939.296 I slot print_timing: id  0 | task 184640 |        eval time =    4485.26 ms /   279 tokens (   16.13 ms per token,    61.98 tokens per second)
68.59.939.298 I slot print_timing: id  0 | task 184640 |       total time =    5550.25 ms /  1753 tokens
68.59.939.300 I slot print_timing: id  0 | task 184640 |    graphs reused =     179534
68.59.939.456 I slot      release: id  0 | task 184640 | stop processing: n_tokens = 1752, truncated = 0
68.59.956.000 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4133682566
68.59.957.122 I slot launch_slot_: id  0 | task 184925 | processing task, is_child = 0
69.03.977.657 I slot print_timing: id  0 | task 184925 | prompt eval time =    1216.79 ms /  1823 tokens (    0.67 ms per token,  1498.20 tokens per second)
69.03.977.669 I slot print_timing: id  0 | task 184925 |        eval time =    2803.70 ms /   153 tokens (   18.45 ms per token,    54.21 tokens per second)
69.03.977.671 I slot print_timing: id  0 | task 184925 |       total time =    4020.49 ms /  1976 tokens
69.03.977.673 I slot print_timing: id  0 | task 184925 |    graphs reused =     179689
69.03.977.933 I slot      release: id  0 | task 184925 | stop processing: n_tokens = 1975, truncated = 0
69.04.092.401 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4137721044
69.04.093.209 I slot launch_slot_: id  0 | task 185085 | processing task, is_child = 0
69.08.076.777 I slot print_timing: id  0 | task 185085 | n_gen =    189, tg =  62.52 t/s, tg_3s =  62.86 t/s
69.08.105.871 I slot print_timing: id  0 | task 185085 | prompt eval time =     976.28 ms /  1563 tokens (    0.62 ms per token,  1600.97 tokens per second)
69.08.105.883 I slot print_timing: id  0 | task 185085 |        eval time =    3036.34 ms /   191 tokens (   15.98 ms per token,    62.58 tokens per second)
69.08.105.884 I slot print_timing: id  0 | task 185085 |       total time =    4012.62 ms /  1754 tokens
69.08.105.886 I slot print_timing: id  0 | task 185085 |    graphs reused =     179881
69.08.106.074 I slot      release: id  0 | task 185085 | stop processing: n_tokens = 1753, truncated = 0
69.08.126.925 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4141849184
69.08.127.795 I slot launch_slot_: id  0 | task 185282 | processing task, is_child = 0
69.12.244.841 I slot print_timing: id  0 | task 185282 | prompt eval time =    1178.70 ms /  1824 tokens (    0.65 ms per token,  1547.46 tokens per second)
69.12.244.853 I slot print_timing: id  0 | task 185282 |        eval time =    2938.30 ms /   153 tokens (   19.33 ms per token,    51.73 tokens per second)
69.12.244.855 I slot print_timing: id  0 | task 185282 |       total time =    4117.01 ms /  1977 tokens
69.12.244.856 I slot print_timing: id  0 | task 185282 |    graphs reused =     180036
69.12.245.044 I slot      release: id  0 | task 185282 | stop processing: n_tokens = 1976, truncated = 0
69.12.300.455 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4145988154
69.12.301.750 I slot launch_slot_: id  0 | task 185442 | processing task, is_child = 0
69.15.771.732 I slot print_timing: id  0 | task 185442 | prompt eval time =     983.07 ms /  1498 tokens (    0.66 ms per token,  1523.79 tokens per second)
69.15.771.749 I slot print_timing: id  0 | task 185442 |        eval time =    2486.84 ms /   152 tokens (   16.47 ms per token,    60.72 tokens per second)
69.15.771.751 I slot print_timing: id  0 | task 185442 |       total time =    3469.91 ms /  1650 tokens
69.15.771.752 I slot print_timing: id  0 | task 185442 |    graphs reused =     180188
69.15.772.422 I slot      release: id  0 | task 185442 | stop processing: n_tokens = 1649, truncated = 0
69.15.789.990 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4149515533
69.15.790.969 I slot launch_slot_: id  0 | task 185600 | processing task, is_child = 0
69.19.959.594 I slot print_timing: id  0 | task 185600 | n_gen =    127, tg =  41.78 t/s, tg_3s =  42.11 t/s
69.20.305.567 I slot print_timing: id  0 | task 185600 | prompt eval time =    1152.69 ms /  1720 tokens (    0.67 ms per token,  1492.16 tokens per second)
69.20.305.580 I slot print_timing: id  0 | task 185600 |        eval time =    3361.87 ms /   150 tokens (   22.56 ms per token,    44.32 tokens per second)
69.20.305.582 I slot print_timing: id  0 | task 185600 |       total time =    4514.56 ms /  1870 tokens
69.20.305.584 I slot print_timing: id  0 | task 185600 |    graphs reused =     180339
69.20.305.789 I slot      release: id  0 | task 185600 | stop processing: n_tokens = 1869, truncated = 0
69.20.375.158 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4154048899
69.20.375.783 I slot launch_slot_: id  0 | task 185757 | processing task, is_child = 0
69.24.334.644 I slot print_timing: id  0 | task 185757 | n_gen =    194, tg =  64.07 t/s, tg_3s =  64.40 t/s
69.24.349.122 I slot print_timing: id  0 | task 185757 | prompt eval time =     946.44 ms /  1408 tokens (    0.67 ms per token,  1487.68 tokens per second)
69.24.349.173 I slot print_timing: id  0 | task 185757 |        eval time =    3026.86 ms /   195 tokens (   15.60 ms per token,    64.09 tokens per second)
69.24.349.181 I slot print_timing: id  0 | task 185757 |       total time =    3973.30 ms /  1603 tokens
69.24.349.184 I slot print_timing: id  0 | task 185757 |    graphs reused =     180534
69.24.349.448 I slot      release: id  0 | task 185757 | stop processing: n_tokens = 1602, truncated = 0
69.24.372.274 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4158092559
69.24.373.969 I slot launch_slot_: id  0 | task 185958 | processing task, is_child = 0
69.28.389.449 I slot print_timing: id  0 | task 185958 | prompt eval time =    1078.34 ms /  1674 tokens (    0.64 ms per token,  1552.38 tokens per second)
69.28.389.462 I slot print_timing: id  0 | task 185958 |        eval time =    2937.09 ms /   147 tokens (   20.12 ms per token,    49.71 tokens per second)
69.28.389.464 I slot print_timing: id  0 | task 185958 |       total time =    4015.44 ms /  1821 tokens
69.28.389.466 I slot print_timing: id  0 | task 185958 |    graphs reused =     180681
69.28.389.647 I slot      release: id  0 | task 185958 | stop processing: n_tokens = 1820, truncated = 0
69.28.421.551 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4162132757
69.28.422.276 I slot launch_slot_: id  0 | task 186111 | processing task, is_child = 0
69.32.506.056 I slot print_timing: id  0 | task 186111 | n_gen =    183, tg =  60.40 t/s, tg_3s =  60.74 t/s
69.32.714.311 I slot print_timing: id  0 | task 186111 | prompt eval time =    1070.74 ms /  1636 tokens (    0.65 ms per token,  1527.91 tokens per second)
69.32.714.322 I slot print_timing: id  0 | task 186111 |        eval time =    3221.25 ms /   197 tokens (   16.43 ms per token,    60.85 tokens per second)
69.32.714.324 I slot print_timing: id  0 | task 186111 |       total time =    4291.99 ms /  1833 tokens
69.32.714.326 I slot print_timing: id  0 | task 186111 |    graphs reused =     180879
69.32.714.494 I slot      release: id  0 | task 186111 | stop processing: n_tokens = 1832, truncated = 0
69.32.734.013 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4166457604
69.32.735.323 I slot launch_slot_: id  0 | task 186314 | processing task, is_child = 0
69.36.646.568 I slot print_timing: id  0 | task 186314 | prompt eval time =    1198.15 ms /  1903 tokens (    0.63 ms per token,  1588.28 tokens per second)
69.36.646.584 I slot print_timing: id  0 | task 186314 |        eval time =    2713.05 ms /   154 tokens (   17.73 ms per token,    56.39 tokens per second)
69.36.646.587 I slot print_timing: id  0 | task 186314 |       total time =    3911.20 ms /  2057 tokens
69.36.646.590 I slot print_timing: id  0 | task 186314 |    graphs reused =     181034
69.36.647.111 I slot      release: id  0 | task 186314 | stop processing: n_tokens = 2056, truncated = 0
69.36.692.584 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4170390223
69.36.693.048 I slot launch_slot_: id  0 | task 186475 | processing task, is_child = 0
69.40.719.322 I slot print_timing: id  0 | task 186475 | n_gen =    188, tg =  62.07 t/s, tg_3s =  62.40 t/s
69.43.479.819 I slot print_timing: id  0 | task 186475 | prompt eval time =    1013.51 ms /  1593 tokens (    0.64 ms per token,  1571.76 tokens per second)
69.43.479.835 I slot print_timing: id  0 | task 186475 |        eval time =    5773.21 ms /   370 tokens (   15.65 ms per token,    63.92 tokens per second)
69.43.479.837 I slot print_timing: id  0 | task 186475 |       total time =    6786.73 ms /  1963 tokens
69.43.479.839 I slot print_timing: id  0 | task 186475 |    graphs reused =     181404
69.43.480.009 I slot      release: id  0 | task 186475 | stop processing: n_tokens = 1962, truncated = 0
69.43.498.556 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4177223119
69.43.499.558 I slot launch_slot_: id  0 | task 186851 | processing task, is_child = 0
69.47.591.919 I slot print_timing: id  0 | task 186851 | prompt eval time =    1144.39 ms /  2033 tokens (    0.56 ms per token,  1776.49 tokens per second)
69.47.591.933 I slot print_timing: id  0 | task 186851 |        eval time =    2947.93 ms /   150 tokens (   19.78 ms per token,    50.54 tokens per second)
69.47.591.934 I slot print_timing: id  0 | task 186851 |       total time =    4092.32 ms /  2183 tokens
69.47.591.935 I slot print_timing: id  0 | task 186851 |    graphs reused =     181556
69.47.592.159 I slot      release: id  0 | task 186851 | stop processing: n_tokens = 2182, truncated = 0
69.47.639.459 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4181335270
69.47.640.005 I slot launch_slot_: id  0 | task 187008 | processing task, is_child = 0
69.50.421.836 I slot print_timing: id  0 | task 187008 | prompt eval time =    1004.52 ms /  1561 tokens (    0.64 ms per token,  1553.98 tokens per second)
69.50.421.846 I slot print_timing: id  0 | task 187008 |        eval time =    1777.27 ms /   115 tokens (   15.59 ms per token,    64.14 tokens per second)
69.50.421.848 I slot print_timing: id  0 | task 187008 |       total time =    2781.79 ms /  1676 tokens
69.50.421.850 I slot print_timing: id  0 | task 187008 |    graphs reused =     181672
69.50.422.028 I slot      release: id  0 | task 187008 | stop processing: n_tokens = 1675, truncated = 0
69.50.441.365 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4184165138
69.50.442.473 I slot launch_slot_: id  0 | task 187129 | processing task, is_child = 0
69.54.320.665 I slot print_timing: id  0 | task 187129 | prompt eval time =    1073.31 ms /  1746 tokens (    0.61 ms per token,  1626.75 tokens per second)
69.54.320.677 I slot print_timing: id  0 | task 187129 |        eval time =    2804.84 ms /   155 tokens (   18.21 ms per token,    54.91 tokens per second)
69.54.320.679 I slot print_timing: id  0 | task 187129 |       total time =    3878.15 ms /  1901 tokens
69.54.320.681 I slot print_timing: id  0 | task 187129 |    graphs reused =     181828
69.54.320.933 I slot      release: id  0 | task 187129 | stop processing: n_tokens = 1900, truncated = 0
69.54.367.972 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4188064060
69.54.368.677 I slot launch_slot_: id  0 | task 187291 | processing task, is_child = 0
69.58.257.344 I slot print_timing: id  0 | task 187291 | n_gen =    197, tg =  65.04 t/s, tg_3s =  65.37 t/s
70.00.533.473 I slot print_timing: id  0 | task 187291 | prompt eval time =     875.10 ms /  1473 tokens (    0.59 ms per token,  1683.23 tokens per second)
70.00.533.483 I slot print_timing: id  0 | task 187291 |        eval time =    5289.65 ms /   344 tokens (   15.42 ms per token,    64.84 tokens per second)
70.00.533.485 I slot print_timing: id  0 | task 187291 |       total time =    6164.75 ms /  1817 tokens
70.00.533.487 I slot print_timing: id  0 | task 187291 |    graphs reused =     182171
70.00.533.667 I slot      release: id  0 | task 187291 | stop processing: n_tokens = 1816, truncated = 0
